Scan Code,Material,Material Description,Material Type,Material Group,Base Unit of Measure,Division,EAN/UPC,Weight unit,Gross Weight,Net Weight,Serial no. profile,Profit Center,Control code,Material type descr.,Material Group Desc.,Material grp desc. 2,Division Desc.,PH Level 01 - Desc.,PH Level 02,PH Level 02 - Desc.,PH Level 03,PH Level 03 - Desc.,PH Level 04,PH Level 04 - Desc.,PH Level 05,PH Level 05 - Desc.
,A1209,MODULAR TIBIAL TRIAL BEARING A1-2 PS 9MM,ZFIN,077150,EA,IN,,KG,0.110,0.100,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,A1211,MODULAR TIBIAL TRIALBEARING A1-2 PS 11MM,ZFIN,077150,EA,IN,,KG,0.110,0.100,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,AAXB05A-F,Universal 5-1 Cutting Block Spiked SZ B,ZFIN,FG-NSL-SP,EA,00,,KG,0.000,0.000,F001,3122,90189099,Finished Product,FG-Nasal Splint,FG-Nasal Splint,Common Division,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,AAXC05A-F,Universal 5-1 Cutting Block Spiked SZ C,ZFIN,FG-NSL-SP,EA,00,,KG,0.000,0.000,F001,3122,90189099,Finished Product,FG-Nasal Splint,FG-Nasal Splint,Common Division,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,AAXD05A-F,Universal 5-1 Cutting Block Spiked SZ D,ZFIN,FG-NSL-SP,EA,00,,KG,0.000,0.000,F001,3122,90189099,Finished Product,FG-Nasal Splint,FG-Nasal Splint,Common Division,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,AAXE05A-F,Universal 5-1 Cutting Block Spiked SZ E,ZFIN,FG-NSL-SP,EA,00,,KG,0.000,0.000,F001,3122,90189099,Finished Product,FG-Nasal Splint,FG-Nasal Splint,Common Division,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,AAXF05A-F,Universal 5-1 Cutting Block Spiked SZ F,ZFIN,FG-NSL-SP,EA,00,,KG,0.000,0.000,F001,3122,90189099,Finished Product,FG-Nasal Splint,FG-Nasal Splint,Common Division,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,AAXG05A-F,Universal 5-1 Cutting Block Spiked SZ G,ZFIN,FG-NSL-SP,EA,00,,KG,0.000,0.000,F001,3122,90189099,Finished Product,FG-Nasal Splint,FG-Nasal Splint,Common Division,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,AAXH05A-F,Universal 5-1 Cutting Block Spiked SZ H,ZFIN,FG-NSL-SP,EA,00,,KG,0.000,0.000,F001,3122,90189099,Finished Product,FG-Nasal Splint,FG-Nasal Splint,Common Division,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,ABXX00A-F,2MM/3Â° RECUTTER,ZFIN,FG-NSL-SP,EA,00,,KG,0.000,0.000,F001,3122,90189099,Finished Product,FG-Nasal Splint,FG-Nasal Splint,Common Division,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,ABXX00Z-RK,TIBIAL AUGMENT CUTTING JIG,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,002,Ins & Spare Set STBP
,ACOM-0062,HP Deskjet Advantage 2520HC AIO Printer,ZCAP,043010,EA,00,,KG,0.000,0.000,,3122,,Capital Goods,Capex Material,Capex Material,Common Division,,,,,,,,,
,ACOM-0082,Desktop Computer,ZCAP,043010,EA,00,,KG,0.000,0.000,,3122,84713010,Capital Goods,Capex Material,Capex Material,Common Division,,,,,,,,,
,ACOM-0086,HP-3835 INKJET ALL ONE PRINTER,ZCAP,043010,EA,00,,KG,0.000,0.000,,3122,,Capital Goods,Capex Material,Capex Material,Common Division,,,,,,,,,
,ACOM-0087,Epson L380 Printer,ZCAP,043010,EA,00,,KG,0.000,0.000,,3122,,Capital Goods,Capex Material,Capex Material,Common Division,,,,,,,,,
,ACX105Z-RK,FEMORAL AP AUGMENT - B-E 5MM TYPE 1,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,ACX110Z-RK,FEMORAL AP AUGMENT - B-E 10MM TYPE 1,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,ACX115Z-RK,FEMORAL AP AUGMENT - B-E 15MM TYPE 1,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,ACX205Z-RK,FEMORAL AP AUGMENT - B-E 5MM TYPE 2,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,ACX210Z-RK,FEMORAL AP AUGMENT - B-E 10MM TYPE 2,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,ACX215Z-RK,FEMORAL AP AUGMENT - B-E 15MM TYPE 2,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,ACX305Z-RK,FEMORAL AP AUGMENT - F-H 5MM TYPE 3,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,ACX310Z-RK,FEMORAL AP AUGMENT - F-H 10MM TYPE 3,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,ACX315Z-RK,FEMORAL AP AUGMENT - F-H 15MM TYPE 3,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,ACX405Z-RK,FEMORAL AP AUGMENT - F-H 5MM TYPE 4,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,ACX410Z-RK,FEMORAL AP AUGMENT - F-H 10MM TYPE 4,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,ACX415Z-RK,FEMORAL AP AUGMENT - F-H 15MM TYPE 4,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,ACXB00A-RK,"FEMORAL AP CUTTING BLOCK PCK, SIZE B",ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,ACXB00R-RK,FEMORAL AP POSITIONING GUIDE SIZE B,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,ACXC00A-RK,"FEMORAL AP CUTTING BLOCK PCK, SIZE C",ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,ACXC00R-RK,FEMORAL AP POSITIONING GUIDE SIZE C,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,ACXE00A-RK,"FEMORAL AP CUTTING BLOCK PCK, SIZE E",ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,ACXE00R-RK,FEMORAL AP POSITIONING GUIDE SIZE E,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,ACXF00A-RK,"FEMORAL AP CUTTING BLOCK PCK, SIZE F",ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,ACXF00R-RK,FEMORAL AP POSITIONING GUIDE SIZE F,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,ACXG00A-RK,"FEMORAL AP CUTTING BLOCK PCK, SIZE G",ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,ACXG00R-RK,FEMORAL AP POSITIONING GUIDE SIZE G,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,ACXH00A-RK,"FEMORAL AP CUTTING BLOCK PCK, SIZE H",ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,ACXH00R-RK,FEMORAL AP POSITIONING GUIDE SIZE H,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,ACXX00N-RK,FEMORAL AP CUTTING BLOCK INSERT PCK,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,ADXX00N-RK,PCK JIG U-PLATE,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,ADXX00W-RK,DFCG PCK JIG,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,AELE-0083,65 Inch TV,ZCAP,043010,EA,00,,KG,0.000,0.000,,3061,85287217,Capital Goods,Capex Material,Capex Material,Common Division,,,,,,,,,
,AESW-0.35-260J,Amplatz E S Wire 0.35X260 J Tip,ZFIN,063040,EA,HV,,KG,0.000,0.000,,3061,,Finished Product,GEN OTHER,GEN OTHER MATERIALS,Heart Valve,,,,,,,,,
,AFUR-0003,Maxima Sloted Angle Rack,ZCAP,043010,EA,00,,KG,0.000,0.000,,3022,72091630,Capital Goods,Capex Material,Capex Material,Common Division,,,,,,,,,
,AFUR-0004,Slotted Angle Rack,ZCAP,043010,EA,00,,KG,0.000,0.000,,3122,72091630,Capital Goods,Capex Material,Capex Material,Common Division,,,,,,,,,
,AFUR-0181,Soltted Angle Rack :Sz:2400x900x600mm,ZCAP,043010,EA,00,,KG,0.000,0.000,,3011,9403,Capital Goods,Capex Material,Capex Material,Common Division,,,,,,,,,
,AFUR-0183,Slotted Angle Rack 1200H X 900W X600D MM,ZCAP,043010,EA,00,,KG,0.000,0.000,,3042,72091630,Capital Goods,Capex Material,Capex Material,Common Division,,,,,,,,,
,ALAP-0002,Dell Laptop,ZCAP,043010,EA,00,,KG,0.000,0.000,,3122,,Capital Goods,Capex Material,Capex Material,Common Division,,,,,,,,,
,ALAP-0006,Lenovo Laptop,ZCAP,043010,EA,00,,KG,0.000,0.000,,3122,,Capital Goods,Capex Material,Capex Material,Common Division,,,,,,,,,
,ALAP-0009,Acer Laptop,ZCAP,043010,EA,,,KG,0.000,0.000,,3122,,Capital Goods,Capex Material,Capex Material,,,,,,,,,,
,ALAP-0010,HP Laptop,ZCAP,043010,EA,00,,KG,0.000,0.000,,3122,84713010,Capital Goods,Capex Material,Capex Material,Common Division,,,,,,,,,
,AMAC-0679,2D BARCODE SCANNER WITH WIRE,ZCAP,043010,EA,00,,KG,0.000,0.000,,3122,,Capital Goods,Capex Material,Capex Material,Common Division,,,,,,,,,
,APHT-0001,Panasonic Caller-ID Phone-TS-880,ZCAP,043010,EA,00,,KG,0.000,0.000,,3122,,Capital Goods,Capex Material,Capex Material,Common Division,,,,,,,,,
,AVEH-0027,CAR – HYUNDAI XCENT,ZCAP,043010,EA,,,KG,0.000,0.000,,3122,,Capital Goods,Capex Material,Capex Material,,,,,,,,,,
,B1209,MODULAR TIBIAL TRIAL BEARING B1-2 PS 9MM,ZFIN,077150,EA,IN,,KG,0.110,0.100,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,B1211,MODULAR TIBIAL TRIALBEARING B1-2 PS 11MM,ZFIN,077150,EA,IN,,KG,0.110,0.100,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,BBX100O-RK,TIBIAL OFFSET GUIDE PLATE SIZE 1,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,002,Ins & Spare Set STBP
,BBX200O-RK,TIBIAL OFFSET GUIDE PLATE SIZE 2,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,002,Ins & Spare Set STBP
,BBX300O-RK,TIBIAL OFFSET GUIDE PLATE SIZE 3,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,002,Ins & Spare Set STBP
,BBX400O-RK,TIBIAL OFFSET GUIDE PLATE SIZE 4,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,002,Ins & Spare Set STBP
,BBX500O-RK,TIBIAL OFFSET GUIDE PLATE SIZE 5,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,002,Ins & Spare Set STBP
,BBX600O-RK,TIBIAL OFFSET GUIDE PLATE SIZE 6,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,002,Ins & Spare Set STBP
,BBX700O-RK,TIBIAL OFFSET GUIDE PLATE SIZE 7,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,002,Ins & Spare Set STBP
,BBX800O-RK,TIBIAL OFFSET GUIDE PLATE SIZE 8,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,002,Ins & Spare Set STBP
,BBXM01H-F,CUSTOM TIBIAL BROACH HOUSING,ZFIN,FG-NSL-SP,EA,00,,KG,0.000,0.000,F001,3122,90189099,Finished Product,FG-Nasal Splint,FG-Nasal Splint,Common Division,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,003,Set Patella
,BBXX01A-RK,IM TIBIAL CUTTING GUIDE,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,002,Ins & Spare Set STBP
,BBXX01A-RK-12,IM TIBIAL CUTTING GUIDE - LEFT JIG,ZFIN,077110,EA,IN,,KG,0.000,0.000,F001,3122,90189099,Finished Product,Cutting Block MH,Cutting Block MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,002,Ins & Spare Set STBP
,BBXX01A-RK-13,IM TIBIAL CUTTING GUIDE - RIGHT JIG,ZFIN,077110,EA,IN,,KG,0.000,0.000,F001,3122,90189099,Finished Product,Cutting Block MH,Cutting Block MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,002,Ins & Spare Set STBP
,BBXX05S-F-1,TIBIAL CUTTING GUIDE EM TOWER,ZFIN,FG-NSL-SP,EA,00,,KG,0.000,0.000,F001,3122,90189099,Finished Product,FG-Nasal Splint,FG-Nasal Splint,Common Division,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,003,Set Patella
,BBXX05S-F-2,TIB CUT GUIDE ANKLE CLAMP WITH ML ADJUST,ZFIN,FG-NSL-SP,EA,00,,KG,0.000,0.000,F001,3122,90189099,Finished Product,FG-Nasal Splint,FG-Nasal Splint,Common Division,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,003,Set Patella
,BBXX05S-F-3,TIBIAL CUTTING GUIDE EM ROD ASSEMBLY,ZFIN,FG-NSL-SP,EA,00,,KG,0.000,0.000,F001,3122,90189099,Finished Product,FG-Nasal Splint,FG-Nasal Splint,Common Division,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,003,Set Patella
,BCLX04O-RK,"FEMORAL OFFSET DIAL, LEFT",ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,BCRX04O-RK,"FEMORAL OFFSET DIAL, RIGHT",ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,BCXB00A-RK,FEMORAL PROFILE GUIDE B/C,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,BCXE00A-RK,FEMORAL PROFILE GUIDE E/F,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,BCXG00A-RK,FEMORAL PROFILE GUIDE G/H,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,BCXXLGO-RK,FEMORAL BOXCUT GUIDE OFFSET PLATE LARGE,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,BCXXSMO-RK,FEMORAL BOXCUT GUIDE OFFSET PLATE SMALL,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,BDX600Q-F,DFCG ANGLE BLOCK 6 DEGREE,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,BDXX00Y-F,DFCG - T-HANDLE STYLE ADAPTER,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,BDXX01A-F,DISTAL FEMORAL CUTTING GUIDE,ZFIN,FG-NSL-SP,EA,00,,KG,0.000,0.000,F001,3122,90189099,Finished Product,FG-Nasal Splint,FG-Nasal Splint,Common Division,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,BDXX01A-F-4,DISTAL FEMORAL CUTTING GUIDE JIG,ZFIN,FG-NSL-SP,EA,00,,KG,0.000,0.000,F001,3122,90189099,Finished Product,FG-Nasal Splint,FG-Nasal Splint,Common Division,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,BDXX01Y-F,DFCG ADAPTER - RAILS 6L/6R,ZFIN,FG-NSL-SP,EA,00,,KG,0.000,0.000,F001,3122,90189099,Finished Product,FG-Nasal Splint,FG-Nasal Splint,Common Division,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,BDXX02Y-F,DFCG ADAPTER - RAILS 3L/9R,ZFIN,FG-NSL-SP,EA,00,,KG,0.000,0.000,F001,3122,90189099,Finished Product,FG-Nasal Splint,FG-Nasal Splint,Common Division,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,BDXX03Y-F,DFCG ADAPTER - RAILS 4L/8R,ZFIN,FG-NSL-SP,EA,00,,KG,0.000,0.000,F001,3122,90189099,Finished Product,FG-Nasal Splint,FG-Nasal Splint,Common Division,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,BDXX04Y-F,DFCG ADAPTER - RAILS 5L/7R,ZFIN,FG-NSL-SP,EA,00,,KG,0.000,0.000,F001,3122,90189099,Finished Product,FG-Nasal Splint,FG-Nasal Splint,Common Division,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,BDXX05Y-F,DFCG ADAPTER - RAILS 3R/9L,ZFIN,FG-NSL-SP,EA,00,,KG,0.000,0.000,F001,3122,90189099,Finished Product,FG-Nasal Splint,FG-Nasal Splint,Common Division,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,BDXX06Y-F,DFCG ADAPTER - RAILS 4R/8L,ZFIN,FG-NSL-SP,EA,00,,KG,0.000,0.000,F001,3122,90189099,Finished Product,FG-Nasal Splint,FG-Nasal Splint,Common Division,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,BDXX07Y-F,DFCG ADAPTER - RAILS 5R/7L,ZFIN,FG-NSL-SP,EA,00,,KG,0.000,0.000,F001,3122,90189099,Finished Product,FG-Nasal Splint,FG-Nasal Splint,Common Division,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,BDXX09Y-RK,FEMORAL DRILL GUIDE REDUCER,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,BDXXLGH-RK,FEMORAL DRILL GUIDE PCK LARGE,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,BDXXSMH-RK,FEMORAL DRILL GUIDE PCK SMALL,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,BFDB00A-F,BOX CUT GUIDE D,ZFIN,FG-NSL-SP,EA,00,,KG,0.000,0.000,F001,3122,90189099,Finished Product,FG-Nasal Splint,FG-Nasal Splint,Common Division,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,BFXB00A-F,BOX CUT GUIDE B,ZFIN,FG-NSL-SP,EA,00,,KG,0.000,0.000,F001,3122,90189099,Finished Product,FG-Nasal Splint,FG-Nasal Splint,Common Division,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,BFXB00A-RK,PCK BOX CUT GUIDE B,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,BFXC00A-F,BOX CUT GUIDE C,ZFIN,FG-NSL-SP,EA,00,,KG,0.000,0.000,F001,3122,90189099,Finished Product,FG-Nasal Splint,FG-Nasal Splint,Common Division,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,BFXC00A-RK,PCK BOX CUT GUIDE C,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
,BFXE00A-F,BOX CUT GUIDE E,ZFIN,FG-NSL-SP,EA,00,,KG,0.000,0.000,F001,3122,90189099,Finished Product,FG-Nasal Splint,FG-Nasal Splint,Common Division,Knee,003,Instruments,0001,Primary,0001,Instruments & Spares,004,Set PS
,BFXE00A-RK,PCK BOX CUT GUIDE E,ZFIN,077150,EA,IN,,KG,0.100,0.010,F001,3122,90189099,Finished Product,Inst. General MH,Inst. General MH Ins,Instruments,Knee,003,Instruments,0002,Revision,0001,Instruments & Spares,001,Ins & Spare Set PCK
