Scan Code,Material,Material Description,Material Type,Material Group,Base Unit of Measure,Division,EAN/UPC,Weight unit,Gross Weight,Net Weight,Serial no. profile,Profit Center,Control code,Material type descr.,Material Group Desc.,Material grp desc. 2,Division Desc.,PH Level 01 - Desc.,PH Level 02,PH Level 02 - Desc.,PH Level 03,PH Level 03 - Desc.,PH Level 04,PH Level 04 - Desc.,PH Level 05,PH Level 05 - Desc.
MO-HDAI-40/40+,MO-HDAI-40/40+,Ceramic Femoral Head 40 12/14 L,ZFIN,077220,EA,HP,810008121160,KG,0.100,0.100,F001,3042,90213100,Finished Product,HEAD Ceramic MH,HEAD Ceramic MH,Hip,Hip,001,Libertas,0001,Primary,0003,Head,001,Head Ceramic
MO-HDAI-40/40-,MO-HDAI-40/40-,Ceramic Femoral Head 40 12/14 S,ZFIN,077220,EA,HP,810008121146,KG,0.100,0.100,F001,3042,90213100,Finished Product,HEAD Ceramic MH,HEAD Ceramic MH,Hip,Hip,001,Libertas,0001,Primary,0003,Head,001,Head Ceramic
MO-HDAI-40/80+,MO-HDAI-40/80+,Ceramic Femoral Head 40 12/14 XL,ZFIN,077220,EA,HP,810008121177,KG,0.100,0.100,,3042,90213100,Finished Product,HEAD Ceramic MH,HEAD Ceramic MH,Hip,Hip,001,Libertas,0001,Primary,0003,Head,001,Head Ceramic
MO-MLHE-MA/22,MO-MLHE-MA/22,HXLPE MA/22 Modular Liner,ZFIN,077230,EA,HP,810008120330,KG,0.100,0.100,F001,3122,90213100,Finished Product,Modular Liner-LB MH,Modular Liner-LB MH,Hip,Hip,001,Libertas,0001,Primary,0004,Liner - Hip,004,Liner Modular
MO-MLHE-MB/22,MO-MLHE-MB/22,HXLPE MB/22 Modular Liner,ZFIN,077230,EA,HP,810008120347,KG,0.100,0.100,F001,3122,90213100,Finished Product,Modular Liner-LB MH,Modular Liner-LB MH,Hip,Hip,001,Libertas,0001,Primary,0004,Liner - Hip,004,Liner Modular
MO-MLHE-MB/28,MO-MLHE-MB/28,HXLPE MB/28 Modular Liner,ZFIN,077230,EA,HP,810008120354,KG,0.200,0.150,,3122,90213100,Finished Product,Modular Liner-LB MH,Modular Liner-LB MH,Hip,Hip,001,Libertas,0001,Primary,0004,Liner - Hip,004,Liner Modular
MO-MLHE-MD/28,MO-MLHE-MD/28,HXLPE MD/28 Modular Liner,ZFIN,077230,EA,HP,810008120361,KG,0.200,0.150,,3122,90213100,Finished Product,Modular Liner-LB MH,Modular Liner-LB MH,Hip,Hip,001,Libertas,0001,Primary,0004,Liner - Hip,004,Liner Modular
MO-MLHE-MD/32,MO-MLHE-MD/32,HXLPE MD/32 Modular Liner,ZFIN,077230,EA,HP,810008120378,KG,0.200,0.150,,3122,90213100,Finished Product,Modular Liner-LB MH,Modular Liner-LB MH,Hip,Hip,001,Libertas,0001,Primary,0004,Liner - Hip,004,Liner Modular
MO-MLHE-MF/28,MO-MLHE-MF/28,HXLPE MF/28 Modular Liner,ZFIN,077230,EA,HP,810008120385,KG,0.200,0.150,,3122,90213100,Finished Product,Modular Liner-LB MH,Modular Liner-LB MH,Hip,Hip,001,Libertas,0001,Primary,0004,Liner - Hip,004,Liner Modular
MO-MLHE-MF/32,MO-MLHE-MF/32,HXLPE MF/32 Modular Liner,ZFIN,077230,EA,HP,810008120392,KG,0.200,0.150,,3122,90213100,Finished Product,Modular Liner-LB MH,Modular Liner-LB MH,Hip,Hip,001,Libertas,0001,Primary,0004,Liner - Hip,004,Liner Modular
MO-MLHE-MF/36,MO-MLHE-MF/36,HXLPE MF/36 Modular Liner,ZFIN,077230,EA,HP,810008120408,KG,0.200,0.150,,3122,90213100,Finished Product,Modular Liner-LB MH,Modular Liner-LB MH,Hip,Hip,001,Libertas,0001,Primary,0004,Liner - Hip,004,Liner Modular
MO-MLHE-MH/28,MO-MLHE-MH/28,HXLPE MH/28 Modular Liner,ZFIN,077230,EA,HP,810008120415,KG,0.100,0.100,,3122,90213100,Finished Product,Modular Liner-LB MH,Modular Liner-LB MH,Hip,Hip,001,Libertas,0001,Primary,0004,Liner - Hip,004,Liner Modular
MO-MLHE-MH/32,MO-MLHE-MH/32,HXLPE MH/32 Modular Liner,ZFIN,077230,EA,HP,810008120422,KG,0.200,0.150,,3122,90213100,Finished Product,Modular Liner-LB MH,Modular Liner-LB MH,Hip,Hip,001,Libertas,0001,Primary,0004,Liner - Hip,004,Liner Modular
MO-MLHE-MH/36,MO-MLHE-MH/36,HXLPE MH/36 Modular Liner,ZFIN,077230,EA,HP,810008120439,KG,0.200,0.150,,3122,90213100,Finished Product,Modular Liner-LB MH,Modular Liner-LB MH,Hip,Hip,001,Libertas,0001,Primary,0004,Liner - Hip,004,Liner Modular
MO-MLHE-MJ/32,MO-MLHE-MJ/32,HXLPE MJ/32 Modular Liner,ZFIN,077230,EA,HP,810008120446,KG,0.100,0.100,F001,3122,90213100,Finished Product,Modular Liner-LB MH,Modular Liner-LB MH,Hip,Hip,001,Libertas,0001,Primary,0004,Liner - Hip,004,Liner Modular
MO-MLHE-MJ/36,MO-MLHE-MJ/36,HXLPE MJ/36 Modular Liner,ZFIN,077230,EA,HP,810008120453,KG,0.200,0.150,,3122,90213100,Finished Product,Modular Liner-LB MH,Modular Liner-LB MH,Hip,Hip,001,Libertas,0001,Primary,0004,Liner - Hip,004,Liner Modular
MO-MLHE-MJ/40,MO-MLHE-MJ/40,HXLPE MJ/40 Modular Liner,ZFIN,077230,EA,HP,810008120460,KG,0.100,0.100,F001,3122,90213100,Finished Product,Modular Liner-LB MH,Modular Liner-LB MH,Hip,Hip,001,Libertas,0001,Primary,0004,Liner - Hip,004,Liner Modular
MO-MLHE-MK/32,MO-MLHE-MK/32,HXLPE MK/32 Modular Liner,ZFIN,077230,EA,HP,810008120477,KG,0.100,0.100,,3122,90213100,Finished Product,Modular Liner-LB MH,Modular Liner-LB MH,Hip,Hip,001,Libertas,0001,Primary,0004,Liner - Hip,004,Liner Modular
MO-MLHE-MK/36,MO-MLHE-MK/36,HXLPE MK/36 Modular Liner,ZFIN,077230,EA,HP,810008120484,KG,0.100,0.100,,3122,90213100,Finished Product,Modular Liner-LB MH,Modular Liner-LB MH,Hip,Hip,001,Libertas,0001,Primary,0004,Liner - Hip,004,Liner Modular
MO-MLHE-MK/40,MO-MLHE-MK/40,HXLPE MK/40 Modular Liner,ZFIN,077230,EA,HP,810008120491,KG,0.100,0.100,F001,3122,90213100,Finished Product,Modular Liner-LB MH,Modular Liner-LB MH,Hip,Hip,001,Libertas,0001,Primary,0004,Liner - Hip,004,Liner Modular
MO-MLHH-MA/22,MO-MLHH-MA/22,E-CIMA MA/22 Modular Liner,ZFIN,077320,EA,HP,810008120507,KG,0.000,0.000,,3122,9021 3100,Finished Product,HXLPE Modu Liner Lib,HXLPE Modu Liner Lib,Hip,Hip,001,Libertas,0001,Primary,0004,Liner - Hip,005,Liner Modular E Cima
MO-MLJE-MA/22,MO-MLJE-MA/22,Modular Liner Size MA/22 10° Oblique,ZFIN,077320,EA,HP,810008123157,KG,0.100,0.100,,3122,90213100,Finished Product,HXLPE Modu Liner Lib,HXLPE Modu Liner Lib,Hip,Hip,001,Libertas,0001,Primary,0004,Liner - Hip,003,Liner 10 Degree Oblique
MO-MLJE-MB/22,MO-MLJE-MB/22,Modular Liner Size MB/22 10° Oblique,ZFIN,077320,EA,HP,810008123164,KG,0.100,0.100,,3122,90213100,Finished Product,HXLPE Modu Liner Lib,HXLPE Modu Liner Lib,Hip,Hip,001,Libertas,0001,Primary,0004,Liner - Hip,003,Liner 10 Degree Oblique
MO-MLJE-MB/28,MO-MLJE-MB/28,Modular Liner Size MB/28 10° Oblique,ZFIN,077320,EA,HP,810008123171,KG,0.100,0.100,,3122,90213100,Finished Product,HXLPE Modu Liner Lib,HXLPE Modu Liner Lib,Hip,Hip,001,Libertas,0001,Primary,0004,Liner - Hip,003,Liner 10 Degree Oblique
MO-MLJE-MD/28,MO-MLJE-MD/28,Modular Liner Size MD/28 10° Oblique,ZFIN,077320,EA,HP,810008123188,KG,0.100,0.100,,3122,90213100,Finished Product,HXLPE Modu Liner Lib,HXLPE Modu Liner Lib,Hip,Hip,001,Libertas,0001,Primary,0004,Liner - Hip,003,Liner 10 Degree Oblique
MO-MLJE-MD/32,MO-MLJE-MD/32,Modular Liner Size MD/32 10° Oblique,ZFIN,077320,EA,HP,810008123195,KG,0.100,0.100,,3122,90213100,Finished Product,HXLPE Modu Liner Lib,HXLPE Modu Liner Lib,Hip,Hip,001,Libertas,0001,Primary,0004,Liner - Hip,003,Liner 10 Degree Oblique
MO-MLJE-MF/28,MO-MLJE-MF/28,Modular Liner Size MF/28 10° Oblique,ZFIN,077320,EA,HP,810008123201,KG,0.100,0.100,,3122,90213100,Finished Product,HXLPE Modu Liner Lib,HXLPE Modu Liner Lib,Hip,Hip,001,Libertas,0001,Primary,0004,Liner - Hip,003,Liner 10 Degree Oblique
MO-MLJE-MF/32,MO-MLJE-MF/32,Modular Liner Size MF/32 10° Oblique,ZFIN,077320,EA,HP,810008123218,KG,0.100,0.100,,3122,90213100,Finished Product,HXLPE Modu Liner Lib,HXLPE Modu Liner Lib,Hip,Hip,001,Libertas,0001,Primary,0004,Liner - Hip,003,Liner 10 Degree Oblique
MO-MLJE-MF/36,MO-MLJE-MF/36,Modular Liner Size MF/36 10° Oblique,ZFIN,077320,EA,HP,810008123225,KG,0.100,0.100,,3122,90213100,Finished Product,HXLPE Modu Liner Lib,HXLPE Modu Liner Lib,Hip,Hip,001,Libertas,0001,Primary,0004,Liner - Hip,003,Liner 10 Degree Oblique
MO-MLJE-MH/28,MO-MLJE-MH/28,Modular Liner Size MH/28 10° Oblique,ZFIN,077320,EA,HP,810008123232,KG,0.100,0.100,,3122,90213100,Finished Product,HXLPE Modu Liner Lib,HXLPE Modu Liner Lib,Hip,Hip,001,Libertas,0001,Primary,0004,Liner - Hip,003,Liner 10 Degree Oblique
MO-MLJE-MH/32,MO-MLJE-MH/32,Modular Liner Size MH/32 10° Oblique,ZFIN,077320,EA,HP,810008123249,KG,0.100,0.100,,3122,90213100,Finished Product,HXLPE Modu Liner Lib,HXLPE Modu Liner Lib,Hip,Hip,001,Libertas,0001,Primary,0004,Liner - Hip,003,Liner 10 Degree Oblique
MO-MLJE-MH/36,MO-MLJE-MH/36,Modular Liner Size MH/36 10° Oblique,ZFIN,077320,EA,HP,810008123256,KG,0.100,0.100,,3122,90213100,Finished Product,HXLPE Modu Liner Lib,HXLPE Modu Liner Lib,Hip,Hip,001,Libertas,0001,Primary,0004,Liner - Hip,003,Liner 10 Degree Oblique
MO-MLJE-MJ/32,MO-MLJE-MJ/32,Modular Liner Size MJ/32 10° Oblique,ZFIN,077320,EA,HP,810008123263,KG,0.100,0.100,,3122,90213100,Finished Product,HXLPE Modu Liner Lib,HXLPE Modu Liner Lib,Hip,Hip,001,Libertas,0001,Primary,0004,Liner - Hip,003,Liner 10 Degree Oblique
MO-MLJE-MJ/36,MO-MLJE-MJ/36,Modular Liner Size MJ/36 10° Oblique,ZFIN,077320,EA,HP,810008122426,KG,0.100,0.100,,3122,90213100,Finished Product,HXLPE Modu Liner Lib,HXLPE Modu Liner Lib,Hip,Hip,001,Libertas,0001,Primary,0004,Liner - Hip,003,Liner 10 Degree Oblique
MO-MLJE-MJ/40,MO-MLJE-MJ/40,Modular Liner Size MJ/40 10° Oblique,ZFIN,077320,EA,HP,810008122433,KG,0.100,0.100,,3122,90213100,Finished Product,HXLPE Modu Liner Lib,HXLPE Modu Liner Lib,Hip,Hip,001,Libertas,0001,Primary,0004,Liner - Hip,003,Liner 10 Degree Oblique
MO-MLJE-MK/32,MO-MLJE-MK/32,Modular Liner Size MK/32 10° Oblique,ZFIN,077320,EA,HP,810008122440,KG,0.100,0.100,,3122,90213100,Finished Product,HXLPE Modu Liner Lib,HXLPE Modu Liner Lib,Hip,Hip,001,Libertas,0001,Primary,0004,Liner - Hip,003,Liner 10 Degree Oblique
MO-MLJE-MK/36,MO-MLJE-MK/36,Modular Liner Size MK/36 10° Oblique,ZFIN,077320,EA,HP,810008122457,KG,0.100,0.100,,3122,90213100,Finished Product,HXLPE Modu Liner Lib,HXLPE Modu Liner Lib,Hip,Hip,001,Libertas,0001,Primary,0004,Liner - Hip,003,Liner 10 Degree Oblique
MO-MLJE-MK/40,MO-MLJE-MK/40,Modular Liner Size MK/40 10° Oblique,ZFIN,077320,EA,HP,810008122464,KG,0.100,0.100,,3122,90213100,Finished Product,HXLPE Modu Liner Lib,HXLPE Modu Liner Lib,Hip,Hip,001,Libertas,0001,Primary,0004,Liner - Hip,003,Liner 10 Degree Oblique
,MO-MLLE-MA/22,Modular Liner Size MA/22 Elevated WallÂ ,ZFIN,077230,EA,00,,KG,0.000,0.000,,3042,,Finished Product,Modular Liner-LB MH,Modular Liner-LB MH,Common Division,Hip,001,Libertas,0001,Primary,0004,Liner - Hip,001,Elevated Wall
,MO-MLLE-MB/28,ModularÂ LinerÂ SizeÂ MB/28Â ElevatedÂ W,ZFIN,077320,EA,HP,,KG,0.000,0.000,,3042,,Finished Product,HXLPE Modu Liner Lib,HXLPE Modu Liner Lib,Hip,Hip,001,Libertas,0001,Primary,0004,Liner - Hip,001,Elevated Wall
,MO-MLLE-MD/32,Modular Liner Size MD/32 Elevated WallÂ ,ZFIN,077230,EA,00,,KG,0.000,0.000,,3042,,Finished Product,Modular Liner-LB MH,Modular Liner-LB MH,Common Division,Hip,001,Libertas,0001,Primary,0004,Liner - Hip,001,Elevated Wall
,MO-MLLE-MF/28,Modular Liner Size MF/28 Elevated Wall,ZFIN,077320,EA,HP,,KG,0.000,0.000,,3042,,Finished Product,HXLPE Modu Liner Lib,HXLPE Modu Liner Lib,Hip,Hip,001,Libertas,0001,Primary,0004,Liner - Hip,001,Elevated Wall
,MO-MLLE-MF/36,Modular Liner Size MF/36 Elevated WallÂ ,ZFIN,077230,EA,00,,KG,0.000,0.000,,3042,,Finished Product,Modular Liner-LB MH,Modular Liner-LB MH,Common Division,Hip,001,Libertas,0001,Primary,0004,Liner - Hip,001,Elevated Wall
MO-MLLE-MH/28,MO-MLLE-MH/28,Modular Liner Size MH/28 Elevated Wall,ZFIN,077320,EA,HP,,KG,0.000,0.000,,3122,9021 3100,Finished Product,HXLPE Modu Liner Lib,HXLPE Modu Liner Lib,Hip,Hip,001,Libertas,0001,Primary,0004,Liner - Hip,001,Elevated Wall
,MO-MLLE-MH/32,Modular Liner Size MH/32 Elevated Wall,ZFIN,077320,EA,HP,810008123072,KG,0.000,0.000,,3012,9021 3100,Finished Product,HXLPE Modu Liner Lib,HXLPE Modu Liner Lib,Hip,Hip,001,Libertas,0001,Primary,0004,Liner - Hip,001,Elevated Wall
MO-MLLE-MH/36,MO-MLLE-MH/36,Modular Liner Size MH/36 Elevated Wall,ZFIN,077320,EA,HP,810008123089,KG,0.000,0.000,,3042,,Finished Product,HXLPE Modu Liner Lib,HXLPE Modu Liner Lib,Hip,Hip,001,Libertas,0001,Primary,0004,Liner - Hip,001,Elevated Wall
,MO-MLLE-MJ/36,Modular Liner Size MJ/36 Elevated WallÂ ,ZFIN,077230,EA,00,,KG,0.000,0.000,,3042,,Finished Product,Modular Liner-LB MH,Modular Liner-LB MH,Common Division,Hip,001,Libertas,0001,Primary,0004,Liner - Hip,001,Elevated Wall
,MO-MLLE-MJ/40,ModularÂ LinerÂ SizeÂ MJ/40Â ElevatedÂ W,ZFIN,077320,EA,HP,,KG,0.000,0.000,,3042,,Finished Product,HXLPE Modu Liner Lib,HXLPE Modu Liner Lib,Hip,Hip,001,Libertas,0001,Primary,0004,Liner - Hip,001,Elevated Wall
,MO-MLLH-MB/28,E-CIMA MB/28 Modular Liner Elevated Wall,ZFIN,077320,EA,HP,810008124499,KG,0.000,0.000,,3012,,Finished Product,HXLPE Modu Liner Lib,HXLPE Modu Liner Lib,Hip,Hip,001,Libertas,0001,Primary,0004,Liner - Hip,002,Elevated Wall E Cima
MO-MLLH-MK/40,MO-MLLH-MK/40,E-CIMA MK/40 Modular Liner Elevated Wall,ZFIN,077320,EA,HP,,KG,0.000,0.000,,3122,9021 3100,Finished Product,HXLPE Modu Liner Lib,HXLPE Modu Liner Lib,Hip,Hip,001,Libertas,0001,Primary,0004,Liner - Hip,002,Elevated Wall E Cima
,MO-MLUE-MB/28,Lat Triad +4Off Poly Modular Liner MB/28,ZFIN,077320,EA,HP,,KG,0.000,0.000,,3042,,Finished Product,HXLPE Modu Liner Lib,HXLPE Modu Liner Lib,Hip,Hip,001,Libertas,0001,Primary,0004,Liner - Hip,006,Liner Offset
MO-MSEC-40/MA,MO-MSEC-40/MA,Cementless Ti6Al4V-ELI 40mmModular Shell,ZFIN,077250,EA,HP,810008120002,KG,0.100,0.100,0001,3122,90213100,Finished Product,Triad Cup MH,Triad Cup MH,Hip,Hip,001,Libertas,0001,Primary,0002,Cup - Uncemented,001,Triad Cup
MO-MSEC-42/MA,MO-MSEC-42/MA,Cementless Ti6Al4V-ELI 42mmModular Shell,ZFIN,077250,EA,HP,810008120019,KG,0.000,0.000,F001,3122,90213100,Finished Product,Triad Cup MH,Triad Cup MH,Hip,Hip,001,Libertas,0001,Primary,0002,Cup - Uncemented,001,Triad Cup
MO-MSEC-44/MB,MO-MSEC-44/MB,Cementless Ti6Al4V-ELI 44mmModular Shell,ZFIN,077250,EA,HP,810008120026,KG,0.200,0.150,,3122,90213100,Finished Product,Triad Cup MH,Triad Cup MH,Hip,Hip,001,Libertas,0001,Primary,0002,Cup - Uncemented,001,Triad Cup
MO-MSFC-46/MB,MO-MSFC-46/MB,Cementless Ti6Al4V-ELI 46mmModular Shell,ZFIN,077250,EA,HP,810008120033,KG,0.200,0.150,,3122,90213100,Finished Product,Triad Cup MH,Triad Cup MH,Hip,Hip,001,Libertas,0001,Primary,0002,Cup - Uncemented,001,Triad Cup
MO-MSFC-48/MD,MO-MSFC-48/MD,Cementless Ti6Al4V-ELI 48mmModular Shell,ZFIN,077250,EA,HP,810008120040,KG,0.200,0.150,,3122,90213100,Finished Product,Triad Cup MH,Triad Cup MH,Hip,Hip,001,Libertas,0001,Primary,0002,Cup - Uncemented,001,Triad Cup
MO-MSFC-50/MD,MO-MSFC-50/MD,Cementless Ti6Al4V-ELI 50mmModular Shell,ZFIN,077250,EA,HP,810008120057,KG,0.200,0.150,,3122,90213100,Finished Product,Triad Cup MH,Triad Cup MH,Hip,Hip,001,Libertas,0001,Primary,0002,Cup - Uncemented,001,Triad Cup
MO-MSFC-52/MF,MO-MSFC-52/MF,Cementless Ti6Al4V-ELI 52mmModular Shell,ZFIN,077250,EA,HP,810008120064,KG,0.200,0.150,,3122,90213100,Finished Product,Triad Cup MH,Triad Cup MH,Hip,Hip,001,Libertas,0001,Primary,0002,Cup - Uncemented,001,Triad Cup
MO-MSFC-54/MF,MO-MSFC-54/MF,Cementless Ti6Al4V-ELI 54mmModular Shell,ZFIN,077250,EA,HP,810008120071,KG,0.200,0.150,,3122,90213100,Finished Product,Triad Cup MH,Triad Cup MH,Hip,Hip,001,Libertas,0001,Primary,0002,Cup - Uncemented,001,Triad Cup
MO-MSFC-56/MH,MO-MSFC-56/MH,Cementless Ti6Al4V-ELI 56mmModular Shell,ZFIN,077250,EA,HP,810008120088,KG,0.200,0.150,,3122,90213100,Finished Product,Triad Cup MH,Triad Cup MH,Hip,Hip,001,Libertas,0001,Primary,0002,Cup - Uncemented,001,Triad Cup
MO-MSFC-58/MH,MO-MSFC-58/MH,Cementless Ti6Al4V-ELI 58mmModular Shell,ZFIN,077250,EA,HP,810008120095,KG,0.200,0.150,,3122,90213100,Finished Product,Triad Cup MH,Triad Cup MH,Hip,Hip,001,Libertas,0001,Primary,0002,Cup - Uncemented,001,Triad Cup
MO-MSFC-60/MJ,MO-MSFC-60/MJ,Cementless Ti6Al4V-ELI 60mmModular Shell,ZFIN,077250,EA,HP,810008120101,KG,0.100,0.100,,3122,90213100,Finished Product,Triad Cup MH,Triad Cup MH,Hip,Hip,001,Libertas,0001,Primary,0002,Cup - Uncemented,001,Triad Cup
MO-MSFC-62/MJ,MO-MSFC-62/MJ,Cementless Ti6Al4V-ELI 62mmModular Shell,ZFIN,077250,EA,HP,810008120118,KG,0.100,0.100,,3122,90213100,Finished Product,Triad Cup MH,Triad Cup MH,Hip,Hip,001,Libertas,0001,Primary,0002,Cup - Uncemented,001,Triad Cup
MO-MSFC-64/MJ,MO-MSFC-64/MJ,Cementless Ti6Al4V-ELI 64mmModular Shell,ZFIN,077250,EA,HP,810008120125,KG,0.100,0.100,F001,3122,90213100,Finished Product,Triad Cup MH,Triad Cup MH,Hip,Hip,001,Libertas,0001,Primary,0002,Cup - Uncemented,001,Triad Cup
MO-MSFC-66/MK,MO-MSFC-66/MK,Cementless Ti6Al4V-ELI 66mmModular Shell,ZFIN,077250,EA,HP,810008120132,KG,0.100,0.100,F001,3122,90213100,Finished Product,Triad Cup MH,Triad Cup MH,Hip,Hip,001,Libertas,0001,Primary,0002,Cup - Uncemented,001,Triad Cup
MO-MSFC-68/MK,MO-MSFC-68/MK,Cementless Ti6Al4V-ELI 68mmModular Shell,ZFIN,077250,EA,HP,810008120149,KG,0.100,0.100,F001,3122,90213100,Finished Product,Triad Cup MH,Triad Cup MH,Hip,Hip,001,Libertas,0001,Primary,0002,Cup - Uncemented,001,Triad Cup
MO-MSFC-70/MK,MO-MSFC-70/MK,Cementless Ti6Al4V-ELI 70mmModular Shell,ZFIN,077250,EA,HP,810008120156,KG,0.100,0.100,F001,3122,90213100,Finished Product,Triad Cup MH,Triad Cup MH,Hip,Hip,001,Libertas,0001,Primary,0002,Cup - Uncemented,001,Triad Cup
,MO-SCAG-20/24,UHMWPE Centralizer Universal 20/24,ZFIN,077280,EA,HP,,KG,0.000,0.000,,3122,90213100,Finished Product,Trading Material,Trading Material,Hip,Hip,001,Libertas,0001,Primary,0001,Accessories,005,Centralizer
,MO-SCBG-08/21,UHMWPE Centralizer Small 08/21,ZFIN,077280,EA,HP,,KG,0.000,0.000,,3122,90213100,Finished Product,Trading Material,Trading Material,Hip,Hip,001,Libertas,0001,Primary,0001,Accessories,005,Centralizer
,MO-STAC-25/00,Cementless Ti6Al4V-ELI 125°STD SZ 0 Stem,ZFIN,077260,EA,HP,810008121399,KG,0.100,0.100,,3122,90213100,Finished Product,Uncemented Stem MH,Uncemented Stem MH,Hip,Hip,001,Libertas,0001,Primary,0006,Stem - Uncemented,001,Stem 125
,MO-STAC-25/01,Cementless Ti6Al4V-ELI 125°STD SZ 1 Stem,ZFIN,077260,EA,HP,810008121405,KG,0.100,0.100,,3122,90213100,Finished Product,Uncemented Stem MH,Uncemented Stem MH,Hip,Hip,001,Libertas,0001,Primary,0006,Stem - Uncemented,001,Stem 125
,MO-STAC-25/02,Cementless Ti6Al4V-ELI 125°STD SZ 2 Stem,ZFIN,077260,EA,HP,810008121412,KG,0.100,0.100,,3122,90213100,Finished Product,Uncemented Stem MH,Uncemented Stem MH,Hip,Hip,001,Libertas,0001,Primary,0006,Stem - Uncemented,001,Stem 125
,MO-STAC-25/03,Cementless Ti6Al4V-ELI 125°STD SZ 3 Stem,ZFIN,077260,EA,HP,810008121429,KG,0.100,0.100,,3122,90213100,Finished Product,Uncemented Stem MH,Uncemented Stem MH,Hip,Hip,001,Libertas,0001,Primary,0006,Stem - Uncemented,001,Stem 125
MO-STAC-25/04,MO-STAC-25/04,Cementless Ti6Al4V-ELI 125°STD SZ 4 Stem,ZFIN,077260,EA,HP,810008121436,KG,0.100,0.100,F001,3122,90213100,Finished Product,Uncemented Stem MH,Uncemented Stem MH,Hip,Hip,001,Libertas,0001,Primary,0006,Stem - Uncemented,001,Stem 125
,MO-STAC-25/05,Cementless Ti6Al4V-ELI 125°STD SZ 5 Stem,ZFIN,077260,EA,HP,810008121443,KG,0.100,0.100,,3122,90213100,Finished Product,Uncemented Stem MH,Uncemented Stem MH,Hip,Hip,001,Libertas,0001,Primary,0006,Stem - Uncemented,001,Stem 125
MO-STAC-25/06,MO-STAC-25/06,Cementless Ti6Al4V-ELI 125°STD SZ 6 Stem,ZFIN,077260,EA,HP,810008121450,KG,0.100,0.100,F001,3122,90213100,Finished Product,Uncemented Stem MH,Uncemented Stem MH,Hip,Hip,001,Libertas,0001,Primary,0006,Stem - Uncemented,001,Stem 125
,MO-STAC-25/07,Cementless Ti6Al4V-ELI 125°STD SZ 7 Stem,ZFIN,077260,EA,HP,810008121467,KG,0.100,0.100,,3122,90213100,Finished Product,Uncemented Stem MH,Uncemented Stem MH,Hip,Hip,001,Libertas,0001,Primary,0006,Stem - Uncemented,001,Stem 125
,MO-STAC-25/08,Cementless Ti6Al4V-ELI 125°STD SZ 8 Stem,ZFIN,077260,EA,HP,810008121474,KG,0.100,0.100,,3122,90213100,Finished Product,Uncemented Stem MH,Uncemented Stem MH,Hip,Hip,001,Libertas,0001,Primary,0006,Stem - Uncemented,001,Stem 125
,MO-STAC-25/09,Cementless Ti6Al4V-ELI 125°STD SZ 9 Stem,ZFIN,077260,EA,HP,810008121481,KG,0.100,0.100,,3122,90213100,Finished Product,Uncemented Stem MH,Uncemented Stem MH,Hip,Hip,001,Libertas,0001,Primary,0006,Stem - Uncemented,001,Stem 125
,MO-STAC-25/10,Cementless Ti6Al4V-ELI 125°STD SZ 10Stem,ZFIN,077260,EA,HP,810008121498,KG,0.000,0.000,,3122,90213100,Finished Product,Uncemented Stem MH,Uncemented Stem MH,Hip,Hip,001,Libertas,0001,Primary,0006,Stem - Uncemented,001,Stem 125
MO-STAC-35/00,MO-STAC-35/00,Cementless Ti6Al4V-ELI 135°STD SZ 0 Stem,ZFIN,077260,EA,HP,810008121504,KG,0.200,0.150,,3122,90213100,Finished Product,Uncemented Stem MH,Uncemented Stem MH,Hip,Hip,001,Libertas,0001,Primary,0006,Stem - Uncemented,002,Stem 135
MO-STAC-35/01,MO-STAC-35/01,Cementless Ti6Al4V-ELI 135°STD SZ 1 Stem,ZFIN,077260,EA,HP,810008121511,KG,0.500,0.150,,3122,90213100,Finished Product,Uncemented Stem MH,Uncemented Stem MH,Hip,Hip,001,Libertas,0001,Primary,0006,Stem - Uncemented,002,Stem 135
MO-STAC-35/02,MO-STAC-35/02,Cementless Ti6Al4V-ELI 135°STD SZ 2 Stem,ZFIN,077260,EA,HP,810008121528,KG,0.200,0.150,,3122,90213100,Finished Product,Uncemented Stem MH,Uncemented Stem MH,Hip,Hip,001,Libertas,0001,Primary,0006,Stem - Uncemented,002,Stem 135
MO-STAC-35/03,MO-STAC-35/03,Cementless Ti6Al4V-ELI 135°STD SZ 3 Stem,ZFIN,077260,EA,HP,810008121535,KG,0.200,0.150,,3122,90213100,Finished Product,Uncemented Stem MH,Uncemented Stem MH,Hip,Hip,001,Libertas,0001,Primary,0006,Stem - Uncemented,002,Stem 135
MO-STAC-35/04,MO-STAC-35/04,Cementless Ti6Al4V-ELI 135°STD SZ 4 Stem,ZFIN,077260,EA,HP,810008121542,KG,0.200,0.150,,3122,90213100,Finished Product,Uncemented Stem MH,Uncemented Stem MH,Hip,Hip,001,Libertas,0001,Primary,0006,Stem - Uncemented,002,Stem 135
MO-STAC-35/05,MO-STAC-35/05,Cementless Ti6Al4V-ELI 135°STD SZ 5 Stem,ZFIN,077260,EA,HP,810008121559,KG,0.100,0.100,,3122,90213100,Finished Product,Uncemented Stem MH,Uncemented Stem MH,Hip,Hip,001,Libertas,0001,Primary,0006,Stem - Uncemented,002,Stem 135
